Item,64,65,75,79,83,112,252,271,301,305,376,377,396,407,417,442,447,485,514,521,535,550,583,585,592,596,665,672,675,677,690,781,784,791,804,851,853,889,892,907,971,993,1006,1107,1112,1147,1346,1348,1351,1355,1520,1528,1551,1552,1638,1716,1730,1740,1750,1752,1762,1813,1817,1833,1838,1862,1871,2128,2177,2190,2234,2340,2578,2597,2612,2762,2780,2822,2832,2835,2843,2858,2862,2895,2964,3148,3251,3252,3253,3347,3411,3430,3524,3533,3625,3902,3991,4047,4342,4462
24,4.744705342,4.90729349525,5.01059365825,4.939963866,4.783264737,4.69171191225,4.3341977755,4.92336343375,4.9727981335,5.058908611,4.98210592125,4.2615999595,4.8138166735,4.9431463665,4.152513179750001,5.130238325,4.9056863139999995,4.98426130775,4.7045061615,4.62636495175,4.868280281,4.878968975499999,4.79182763825,4.4775114165,4.61967075475,4.267187808999999,4.8593431975,4.91984058625,4.737400099,4.5654154367499995,4.09050179875,4.47092996,4.920615268,4.989160513,5.13629201875,5.0556533115,5.21022757375,4.50578028675,4.72911578025,5.4128194579999995,4.81885745875,5.1097071302499995,4.803609109749999,4.3992621045,5.18328249225,4.6241635492499995,5.06108951425,4.97053037325,4.938433679499999,4.6147392085,4.3543665995000005,4.97892891475,4.351852892,4.63476203275,4.6329069695,4.159943628250001,5.049281230249999,4.757523008250001,4.822237566,5.064746089500001,4.8018577129999995,4.79023368225,4.58391465375,4.864846765499999,4.96022495725,4.16172805625,4.68631885175,4.9227455637499995,4.918658854249999,5.162005316,5.1528791072499995,5.043504762,4.334087294750001,4.8074353937500005,4.79451689225,4.653625108,4.87799240825,4.21778394625,4.68783588825,4.68098950875,4.511518527,5.0341288785,4.3895130154999995,4.32905914025,5.075731354,4.2054512965,5.0992561405,4.632085479000001,4.9914738642500005,4.62131330625,4.26425041075,4.642035053,4.831221151,4.261468068999999,4.65913907775,4.6398079635,5.0347990575,5.133001946749999,4.3481714955,5.194487833
30,4.7113964817500005,4.869728815999999,4.990124204000001,4.9019740625,4.82432108725,4.71394971775,4.24705036925,4.884979648,5.049469800000001,5.027176429250001,4.963087601,4.310300454,4.695150658499999,4.913686881,4.133319052249999,5.09562772575,4.90433868575,4.976217605,4.697154965249999,4.54657299125,4.8178601297500006,4.885223106250001,4.78697534275,4.4322955317499995,4.6667236405,4.196684455,4.785817794,4.91776464075,4.711485885749999,4.524050476,4.08894944775,4.396026534000001,4.8933780997500005,4.939559416250001,5.1338763525,5.0424508505,5.1738389775,4.4835822155,4.706185394499999,5.406453217750001,4.7631681575,5.068117608500001,4.762075254,4.3676855980000004,5.1523120605,4.6172597615,5.056990636,4.93872158675,4.895312048,4.623872002250001,4.327205162499999,4.91776095625,4.35597881325,4.5960553485,4.616929012,4.1004169059999995,5.0477821345,4.71392542775,4.7345794324999995,5.06744091875,4.762545857,4.80370505475,4.4737981575,4.829237260749999,4.9307476354999995,4.11788070175,4.6184435082499995,4.883929097999999,4.92147689975,5.1158788645,5.1015770284999995,5.031354803,4.29926008825,4.76654439775,4.7589366777499995,4.59779868825,4.8672403405,4.172234307749999,4.656109205,4.6623563235,4.501153045250001,5.020442042000001,4.3396970665,4.32042217875,5.051972438,4.1810801822500006,5.035179798500001,4.606318731,4.942820283,4.61574772225,4.21042976075,4.57681958575,4.7709444014999995,4.27182005775,4.62982166,4.613402052750001,5.00536627,5.08755495725,4.335065625,5.1011017295
35,4.6120449565,4.76896510025,4.881761364,4.81076124025,4.71556322275,4.582547399,4.169288467,4.79261884525,4.94471130575,4.932244518,4.860578821500001,4.20186315525,4.608317163,4.8187202852499995,4.012754575000001,4.98232518225,4.771233705249999,4.8759697695,4.58219976375,4.443092062749999,4.7207137755,4.768837926750001,4.695211337,4.35239507575,4.57295150675,4.10527460675,4.68612801325,4.8068785825,4.615257916499999,4.41082680675,3.9951785785,4.300036578,4.787921924,4.81416215625,5.0277782555,4.922831948,5.06352421025,4.3826922779999995,4.6218503885,5.297127536,4.66644532125,4.9446655645,4.617587254,4.25062758,5.059598579249999,4.544013015,4.95223878675,4.836261787750001,4.7952101665,4.53821538175,4.20713165625,4.76900592425,4.25426648575,4.4855135405,4.51307770725,4.0058602855,4.946262680999999,4.62817376125,4.613403398999999,4.95380093225,4.650387195,4.703738704500001,4.3970967465,4.7325752665,4.8268617997500005,4.01895187125,4.561195242,4.78416674575,4.80651982725,5.020364511,5.00815639025,4.94006332525,4.201263100749999,4.65424563425,4.66345644175,4.482787374,4.750211131,4.08086741325,4.558724407,4.563276819,4.39694658725,4.91526814925,4.254275443,4.24102820075,4.953045117,4.07916441325,4.92392400725,4.512245468,4.84563387375,4.5036377775,4.13046529675,4.486070509499999,4.6675997935,4.16169155975,4.52406302175,4.52937375375,4.902884036250001,4.995706576250001,4.227027995749999,4.99735113875
41,4.764770504,4.9236506215,5.04102452675,4.96349578475,4.8681335325,4.7501479372499995,4.3053595819999995,4.94305168375,5.10450653975,5.086408571250001,5.01725291975,4.354043475,4.754508100500001,4.971601189749999,4.170666215500001,5.141873245,4.93997728925,5.03267402575,4.7411697010000005,4.592377762000001,4.876652374,4.93193372075,4.84328756275,4.498708565,4.723702575,4.2510409605,4.847167311,4.966206666250001,4.76746337175,4.5685805375,4.147850216,4.448931474,4.94419387775,4.9824428332499995,5.1889908745,5.0911095255,5.2247802092499995,4.53293661825,4.77523458175,5.4600759519999995,4.817307567,5.10947547,4.786244549499999,4.40495612,5.2089258127499996,4.69058054175,5.10724296375,4.9933706695,4.948905310250001,4.68382122325,4.3658153815,4.9421257535,4.4019630935,4.63730655025,4.6648283245,4.1481400527500005,5.10273748975,4.774454092749999,4.7885884472499995,5.118592559750001,4.811510601,4.855140492249999,4.53631451075,4.88348162125,4.9821463185,4.16530306725,4.711068582499999,4.938989223,4.96633810475,5.17622884475,5.1606460355,5.092811157250001,4.353276330250001,4.813136094999999,4.8150500855,4.64065770175,4.9123105625,4.22432756425,4.709229425499999,4.711394959250001,4.55088371525,5.07206822375,4.394590883999999,4.3798267645,5.10752225525,4.22523110575,5.088251732250001,4.65993697575,4.997382825500001,4.6621306795,4.270490114499999,4.62964310175,4.82221875125,4.316367307249999,4.6758699475,4.676282585,5.058634476999999,5.14936577925,4.38283469725,5.1571382615
45,4.765293335,4.916794257499999,5.06095194775,4.94774481475,4.7723313785000006,4.75031976225,4.295590507249999,4.90768734625,5.08392068675,5.094026936000001,4.9870305745,4.287506012500001,4.8240521332499995,4.93996115625,4.0774262617499994,5.133216003249999,4.93381726425,5.02776418475,4.722036349,4.626099013499999,4.90266071875,4.9303779095,4.80670741325,4.4761665845,4.694126239999999,4.236006784500001,4.843580485,4.93782866425,4.72289739325,4.58192176675,4.0603762552500005,4.481145744,4.958832430999999,5.031309474,5.1878703142500004,5.09898899575,5.23016993625,4.505634101,4.6479094210000005,5.4523221675,4.81379896825,5.1482334962500005,4.7935486255,4.347323712750001,5.1791649255,4.633958294999999,5.06323210925,5.00099565925,4.949164997,4.57157623375,4.388105657,4.9683549642500004,4.32715309675,4.6466377237500005,4.64099034975,4.14467875075,5.09625467375,4.7527777444999995,4.787434398,5.1267248607500004,4.8348167995,4.8173490815,4.5420994705,4.87461937125,4.98255989625,4.15697647625,4.630020614999999,4.93557453025,4.9345856252499996,5.18632845425,5.1427235715,5.050030633,4.306163053250001,4.8207421534999995,4.76419237375,4.67071208875,4.9179702615,4.20335515725,4.67740753825,4.6817522382500005,4.5497961825,5.061299894499999,4.3768774202500005,4.31215835275,5.09268513025,4.20030382125,5.158930398,4.61924471,5.0174644412500005,4.6174165899999995,4.23310588075,4.6140947295000005,4.837654229,4.268995024,4.658860881000001,4.626022511,5.06899404425,5.16663968325,4.381852357,5.24202626575
71,4.7778293295,4.9317481260000005,5.056777294750001,4.9712142815,4.88071445025,4.75767440225,4.311341157249999,4.94767095775,5.1211993515,5.100214348500001,5.02712791075,4.36773533125,4.77272037725,4.97656071625,4.16378821575,5.148236019750001,4.94060278475,5.04420165975,4.746714776,4.606581324,4.88928019125,4.947043589750001,4.85278697375,4.49823224775,4.74349875275,4.25525724925,4.84274546875,4.974353622500001,4.773055416,4.575066856249999,4.1332591855,4.46083518725,4.9592379695,4.995003728,5.20296501725,5.094591669,5.230002891,4.5422747457499995,4.749226522499999,5.47127692225,4.824849861250001,5.11894331325,4.78541393375,4.401554506,5.2164061145,4.69238912375,5.113810985,5.0002765515,4.9564578607500005,4.68856126075,4.3805764835,4.941444372,4.4030381494999995,4.656297707749999,4.6754425059999996,4.15173968875,5.11205291225,4.78348735375,4.77466338875,5.132678641,4.8202124692499995,4.8678694405,4.54522178325,4.890956509,4.9925561179999995,4.17654261875,4.6943729874999995,4.94610449125,4.97303777875,5.1870569105,5.166569247,5.10111233575,4.355385948,4.822931716749999,4.81796866475,4.6495250575,4.926848625000001,4.23169622175,4.7165813732499995,4.69949345775,4.56771385925,5.0855937145,4.40616559925,4.3883945395,5.1181268929999995,4.23368515775,5.1029312895,4.67637434575,5.01326708925,4.6638894065,4.278123099,4.636179241,4.8394970725,4.324789479250001,4.68430483525,4.6831903185,5.07203857625,5.16369753875,4.3943463915,5.1724410715
72,4.271059606000001,4.429287499250001,4.54774467475,4.47346063,4.3669706265,4.240187462500001,3.81471500675,4.4451628775,4.607190378,4.593324858,4.54249554325,3.85142741725,4.2637537495,4.47708509075,3.65379864,4.6396146845,4.403525201,4.537112231,4.233267743,4.1065265475,4.38064365875,4.40103053825,4.34878859175,3.9963759337500004,4.227903207500001,3.7620488775,4.3443326644999996,4.48390062225,4.273664135999999,4.06879742575,3.6298141792500003,3.93911867875,4.44673597525,4.476589843749999,4.6882778285,4.584184841,4.73265383325,4.0420204235,4.251968588,4.95253958275,4.326058261,4.60502556675,4.2611065427499994,3.89788378375,4.72409737175,4.1979591625,4.6126249105,4.495758807500001,4.4541455865,4.208965723,3.85362562275,4.4155234205,3.886489495,4.143271389,4.166535346,3.6783887437500002,4.5890334487499995,4.28181150975,4.286923549499999,4.618668791499999,4.3042208105,4.36374582725,4.050456647,4.3925926445000005,4.488290410499999,3.6586174705,4.2268861655,4.4450649335,4.4639172474999995,4.68691717425,4.667697683749999,4.607196120499999,3.8584563327500003,4.31998264575,4.3172137945,4.14265381575,4.41118130175,3.7367627417500002,4.21151064625,4.220072099,4.060700767,4.5764829945,3.9152030577499994,3.897952624,4.62285590375,3.7330149054999997,4.590392258,4.189436290500001,4.5147821965,4.1635620035,3.785004161,4.15245153525,4.343009667,3.83132848125,4.17748518125,4.19062027775,4.5658236704999995,4.660786197,3.8855969989999997,4.66771849875
103,4.514592533749999,4.643362311000001,4.77254566575,4.6907905665,4.59435227975,4.4872561612499995,4.02894576775,4.710213068250001,4.853736364,4.819075191,4.7506462767499995,4.1074619365,4.476900342,4.69090510825,3.89797508975,4.86657054675,4.65998419925,4.7606430895,4.45447832975,4.34300100075,4.606740910749999,4.66731873025,4.5588921045,4.1866198525,4.438046526,3.9950658504999996,4.5547656432500006,4.70321459475,4.47900887075,4.307943648,3.852900459,4.1605249495,4.68018657,4.72673476825,4.9187899582500005,4.822813038,4.97285940975,4.2576924965,4.43633155625,5.1869968515,4.53846206675,4.85179419575,4.5105195795,4.1005080375,4.93236855725,4.40459669525,4.8538229602500005,4.7055125995,4.68221084325,4.39102932375,3.7323671629999993,4.6283142875,4.15184985325,4.443839528,4.3911211,3.8204684567500005,4.789551489,4.4965084655,4.52195345125,4.824514076,4.5332822862499995,4.5790412840000005,4.239888808250001,4.60486618575,4.7012043737499996,3.88672388375,4.445479812249999,4.67542049725,4.696585476999999,4.91184008075,4.891911941999999,4.815675882,4.07171698575,4.560336083499999,4.53323041475,4.37147191875,4.6424829364999995,3.931145763,4.41765421425,4.434517642,4.2908788195,4.8052928395,4.14527734525,4.085108115000001,4.83301981075,3.9389813919999996,4.83074016775,4.390545257,4.731165324,4.3681045567500005,3.981904832,4.3678653295,4.5553986595,4.0202676005,4.394406376,4.3753514865,4.783468096749999,4.886729071,4.132219054,4.8957132565
124,4.1311059857500005,4.28203341825,4.4031157167499995,4.3367873675,4.21455500575,4.1286923865,3.68455155925,4.3029834099999995,4.47464135375,4.4705263317499995,4.43198587425,3.70823939925,4.161037704750001,4.33395161,3.547321479,4.506867839,4.31637377,4.388334852,4.1173739954999995,4.00008830025,4.27137479875,4.197948820250001,4.18989176975,3.8485366935,4.10308601525,3.64219745125,4.1964862275,4.345272341749999,4.11642042425,3.93858743175,3.4756583607500002,3.872434937,4.31794786975,4.3696541025,4.53899342325,4.456134625000001,4.6149136109999995,3.89552946775,4.08122581075,4.8213696915,4.18871346175,4.50547114525,4.1726530335,3.7832361515,4.5775894072500005,4.0747955795,4.467059824250001,4.3730647115,4.32870595075,4.0386841344999995,3.7396665975000003,4.3483046725,3.7331044749999998,4.02276527275,4.0353575917499995,3.5686926007500004,4.4755118945,4.127998066,4.17425633475,4.50612675975,4.1619667785,4.225632694000001,3.94174302675,4.257484977499999,4.343020618000001,3.5057715877500004,4.1150059817499995,4.32025432625,4.34312894025,4.54591794075,4.52894501975,4.456407846,3.7006199375,4.1719657537499995,4.1871985044999995,4.0325246015000005,4.27026004875,3.58401379,4.0766237395000005,4.057135071,3.92898969525,4.436088975,3.78122464625,3.7529514394999994,4.47834542975,3.58793652475,4.461786502500001,4.01487870725,4.36222286225,4.02509057675,3.6603321032500005,4.0200532314999995,4.1895106175,3.67575567525,4.0224174885,4.038122163250001,4.4325473985,4.517536696499999,3.7600754524999997,4.53161750125
